Time_sample,Sway_M1_sight_T1,Sway_M2_sight_T1,Sway_M3_sight_T1,Sway_M4_sight_T1,Sway_M1_sight_T2,Sway_M2_sight_T2,Sway_M3_sight_T2,Sway_M4_sight_T2,Sway_M1_sight_T3,Sway_M2_sight_T3,Sway_M3_sight_T3,Sway_M4_sight_T3,Sway_M1_nosight_T1,Sway_M2_nosight_T1,Sway_M3_nosight_T1,Sway_M4_nosight_T1,Sway_M1_nosight_T2,Sway_M2_nosight_T2,Sway_M3_nosight_T2,Sway_M4_nosight_T2,Sway_M1_nosight_T3,Sway_M2_nosight_T3,Sway_M3_nosight_T3,Sway_M4_nosight_T3
408,-5,-3.1,-4.9,-2.4,-4.9,-5.1,-2.6,-10.1,-4.8,-5,-5,-5.3,-6.1,-3.1,-9.9,-1.2,-8.1,-3.2,-10.9,-0.7,-6.2,-3.5,-10.4,-0.5
409,-2.3,-1.4,-2.3,-1.7,-2.1,-2.3,-1.5,-6,-2,-2.1,-2.2,-2.4,-3.4,-1.2,-6.8,-0.5,-5.4,-1.3,-7.8,-0.1,-3.5,-1.6,-7.8,-0.1
410,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,0,-4.2,0,0,0,-5.2,0,0,0,-4.8,0
411,2.4,1.7,2.6,1.9,2.2,2.5,1.6,-2.1,2.1,2.2,2.2,2.5,2.9,1.3,-2.9,0.9,0.9,1.4,-3.9,0.3,3,1.7,-3.5,0.5
412,5.2,3.5,5.1,2.7,5.5,5.8,2.7,-0.6,5.4,5.5,5.6,5.8,5.8,3.3,-1.5,1.5,3.8,3.4,-2.5,1.2,5.9,3.7,-2.1,1.4
413,8.7,7.1,5.8,4.8,8.6,9.5,5.5,0,8.5,8.6,8.7,8.9,8.5,6.4,0,4,6.5,6.5,0,3.9,8.5,6.8,0,4.1
414,-8.6,8.9,9.4,7.3,-8.2,-9,9.6,-0.5,-8,-8.4,-8.5,-8.8,-8.4,9.3,1.6,5.4,-8.2,9.4,0.6,5.5,-8.5,9.7,1,5.7
415,-5,-9.5,11,8.9,-4.9,-5.1,-9.5,-2,-4.8,-5,-5,-5.3,-6.1,-9.4,3.3,8.5,-8.1,-9.5,2.3,8.5,-6.2,-9.7,2.7,8.7
416,-2.3,-6.7,-10.1,10.4,-2.1,-2.3,-5.4,-3.1,-2,-2.1,-2.2,-2.4,-3.4,-6,4.5,9.9,-5.4,-6.1,3.5,9.9,-3.5,-6.3,3.9,10.1
417,0,-3.1,-8.9,-10.9,0,0,-2.6,-5,0,0,0,0,0,-3.1,7,-10.3,0,-3.2,6,-10,0,-3.5,6.4,-9.8
418,2.4,-1.4,-5.4,-9.4,2.2,2.5,-1.5,-10,2.1,2.2,2.2,2.5,2.9,-1.2,9.7,-8.6,0.9,-1.3,8.7,-8.3,3,-1.6,9.1,-8.1
419,5.2,0,-4.9,-7.2,5.5,5.8,0,-10.1,5.4,5.5,5.6,5.8,5.8,0,-9.9,-5.9,3.8,0,-10.9,-5.6,5.9,0,-10.4,-5.4
420,8.7,1.7,-2.3,-5.1,8.6,9.5,1.6,-6,8.5,8.6,8.7,8.9,8.5,1.3,-6.8,-3.8,6.5,1.4,-7.8,-3.5,8.5,1.7,-7.8,-3.3
421,-8.6,3.5,0,-2.4,-8.2,-9,2.7,-3.2,-8,-8.4,-8.5,-8.8,-8.4,3.3,-4.2,-1.2,-8.2,3.4,-5.2,-0.7,-8.5,3.7,-4.8,-0.5
422,-5,7.1,2.6,-1.7,-4.9,-5.1,5.5,-2.1,-4.8,-5,-5,-5.3,-6.1,6.4,-2.9,-0.5,-8.1,6.5,-3.9,-0.1,-6.2,6.8,-3.5,-0.1
423,-2.3,8.9,5.1,0,-2.1,-2.3,9.6,-0.6,-2,-2.1,-2.2,-2.4,-3.4,9.3,-1.5,0,-5.4,9.4,-2.5,0,-3.5,9.7,-2.1,0
424,0,-9.5,5.8,1.9,0,0,-9.5,0,0,0,0,0,0,-9.4,0,0.9,0,-9.5,0,0.3,0,-9.7,0,0.5
425,2.4,-6.7,9.4,2.7,2.2,2.5,-5.4,-0.5,2.1,2.2,2.2,2.5,2.9,-6,1.6,1.5,0.9,-6.1,0.6,1.2,3,-6.3,1,1.4
426,5.2,-3.1,11,4.8,5.5,5.8,-2.6,-2,5.4,5.5,5.6,5.8,5.8,-3.1,3.3,4,3.8,-3.2,2.3,3.9,5.9,-3.5,2.7,4.1
427,8.7,-1.4,-10.1,7.3,8.6,9.5,-1.5,-3.1,8.5,8.6,8.7,8.9,8.5,-1.2,4.5,5.4,6.5,-1.3,3.5,5.5,8.5,-1.6,3.9,5.7
428,-8.6,0,-8.9,8.9,-8.2,-9,0,-5,-8,-8.4,-8.5,-8.8,-8.4,0,7,8.5,-8.2,0,6,8.5,-8.5,0,6.4,8.7
429,-5,1.7,-5.4,10.4,-4.9,-5.1,1.6,-10,-4.8,-5,-5,-5.3,-6.1,1.3,9.7,9.9,-8.1,1.4,8.7,9.9,-6.2,1.7,9.1,10.1
430,-2.3,3.5,-4.9,-10.9,-2.1,-2.3,2.7,-10.1,-2,-2.1,-2.2,-2.4,-3.4,3.3,-9.9,-10.3,-5.4,3.4,-10.9,-10,-3.5,3.7,-10.4,-9.8
431,0,7.1,-2.3,-9.4,0,0,5.5,-6,0,0,0,0,0,6.4,-6.8,-8.6,0,6.5,-7.8,-8.3,0,6.8,-7.8,-8.1
432,2.4,8.9,0,-7.2,2.2,2.5,9.6,-3.2,2.1,2.2,2.2,2.5,2.9,9.3,-4.2,-5.9,0.9,9.4,-5.2,-5.6,3,9.7,-4.8,-5.4
433,5.2,-9.5,2.6,-5.1,5.5,5.8,-9.5,-2.1,5.4,5.5,5.6,5.8,5.8,-9.4,-2.9,-3.8,3.8,-9.5,-3.9,-3.5,5.9,-9.7,-3.5,-3.3
434,8.7,-6.7,5.1,-2.4,8.6,9.5,-5.4,-0.6,8.5,8.6,8.7,8.9,8.5,-6,-1.5,-1.2,6.5,-6.1,-2.5,-0.7,8.5,-6.3,-2.1,-0.5
435,-8.6,-3.1,5.8,-1.7,-8.2,-9,-2.6,0,-8,-8.4,-8.5,-8.8,-8.4,-3.1,0,-0.5,-8.2,-3.2,0,-0.1,-8.5,-3.5,0,-0.1
436,-5,-1.4,9.4,0,-4.9,-5.1,-1.5,-0.5,-4.8,-5,-5,-5.3,-6.1,-1.2,1.6,0,-8.1,-1.3,0.6,0,-6.2,-1.6,1,0
437,-2.3,0,11,1.9,-2.1,-2.3,0,-2,-2,-2.1,-2.2,-2.4,-3.4,0,3.3,0.9,-5.4,0,2.3,0.3,-3.5,0,2.7,0.5
438,0,1.7,-8.9,2.7,0,0,1.6,-3.1,0,0,0,0,0,1.3,4.5,1.5,0,1.4,3.5,1.2,0,1.7,3.9,1.4
439,2.4,3.5,-5.4,4.8,2.2,2.5,2.7,-5,2.1,2.2,2.2,2.5,2.9,3.3,7,4,0.9,3.4,6,3.9,3,3.7,6.4,4.1
440,5.2,7.1,-4.9,7.3,5.5,5.8,5.5,-10,5.4,5.5,5.6,5.8,5.8,6.4,9.7,5.4,3.8,6.5,8.7,5.5,5.9,6.8,9.1,5.7
441,8.7,8.9,-2.3,8.9,8.6,9.5,9.6,-10.1,8.5,8.6,8.7,8.9,8.5,9.3,-9.9,8.5,6.5,9.4,-10.9,8.5,8.5,9.7,-10.4,8.7
442,-8.6,-9.5,0,10.4,-8.2,-9,-9.5,-6,-8,-8.4,-8.5,-8.8,-8.4,-9.4,-6.8,9.9,-8.2,-9.5,-7.8,9.9,-8.5,-9.7,-7.8,10.1
443,-5,-6.7,2.6,-10.9,-4.9,-5.1,-5.4,-3.2,-4.8,-5,-5,-5.3,-6.1,-6,-4.2,-10.3,-8.1,-6.1,-5.2,-10,-6.2,-6.3,-4.8,-9.8
444,-2.3,-3.1,5.1,-9.4,-2.1,-2.3,-2.6,-2.1,-2,-2.1,-2.2,-2.4,-3.4,-3.1,-2.9,-8.6,-5.4,-3.2,-3.9,-8.3,-3.5,-3.5,-3.5,-8.1
445,0,-1.4,5.8,-7.2,0,0,-1.5,-0.6,0,0,0,0,0,-1.2,-1.5,-5.9,0,-1.3,-2.5,-5.6,0,-1.6,-2.1,-5.4
446,2.4,0,9.4,-5.1,2.2,2.5,0,0,2.1,2.2,2.2,2.5,2.9,0,0,-3.8,0.9,0,0,-3.5,3,0,0,-3.3
447,5.2,1.7,11,-2.4,5.5,5.8,1.6,-0.5,5.4,5.5,5.6,5.8,5.8,1.3,1.6,-1.2,3.8,1.4,0.6,-0.7,5.9,1.7,1,-0.5
448,8.7,3.5,-10.1,-1.7,8.6,9.5,2.7,-2,8.5,8.6,8.7,8.9,8.5,3.3,3.3,-0.5,6.5,3.4,2.3,-0.1,8.5,3.7,2.7,-0.1
449,-8.6,7.1,-8.9,0,-8.2,-9,5.5,-3.1,-8,-8.4,-8.5,-8.8,-8.4,6.4,4.5,0,-8.2,6.5,3.5,0,-8.5,6.8,3.9,0
450,-5,8.9,-5.4,1.9,-4.9,-5.1,9.6,-5,-4.8,-5,-5,-5.3,-6.1,9.3,7,0.9,-8.1,9.4,6,0.3,-6.2,9.7,6.4,0.5
451,-2.3,-9.5,-4.9,2.7,-2.1,-2.3,-9.5,-10,-2,-2.1,-2.2,-2.4,-3.4,-9.4,9.7,1.5,-5.4,-9.5,8.7,1.2,-3.5,-9.7,9.1,1.4
452,0,-6.7,-2.3,4.8,0,0,-5.4,-10.1,0,0,0,0,0,-6,-9.9,4,0,-6.1,-10.9,3.9,0,-6.3,-10.4,4.1
453,2.4,-3.1,0,7.3,2.2,2.5,-2.6,-6,2.1,2.2,2.2,2.5,2.9,-3.1,-6.8,5.4,0.9,-3.2,-7.8,5.5,3,-3.5,-7.8,5.7
454,5.2,-1.4,2.6,8.9,5.5,5.8,-1.5,-3.2,5.4,5.5,5.6,5.8,5.8,-1.2,-4.2,8.5,3.8,-1.3,-5.2,8.5,5.9,-1.6,-4.8,8.7
455,8.7,0,5.1,10.4,8.6,9.5,0,-2.1,8.5,8.6,8.7,8.9,8.5,0,-2.9,9.9,6.5,0,-3.9,9.9,8.5,0,-3.5,10.1
456,-8.6,1.7,5.8,-10.9,-8.2,-9,1.6,-0.6,-8,-8.4,-8.5,-8.8,-8.4,1.3,-1.5,-10.3,-8.2,1.4,-2.5,-10,-8.5,1.7,-2.1,-9.8
457,-5,3.5,9.4,-9.4,-4.9,-5.1,2.7,0,-4.8,-5,-5,-5.3,-6.1,3.3,0,-8.6,-8.1,3.4,0,-8.3,-6.2,3.7,0,-8.1
458,-2.3,7.1,11,-7.2,-2.1,-2.3,5.5,-0.5,-2,-2.1,-2.2,-2.4,-3.4,6.4,1.6,-5.9,-5.4,6.5,0.6,-5.6,-3.5,6.8,1,-5.4
459,0,8.9,-10.1,-5.1,0,0,9.6,-2,0,0,0,0,0,9.3,3.3,-3.8,0,9.4,2.3,-3.5,0,9.7,2.7,-3.3
460,2.4,-9.5,-8.9,-2.4,2.2,2.5,-9.5,-3.1,2.1,2.2,2.2,2.5,2.9,-9.4,4.5,-1.2,0.9,-9.5,3.5,-0.7,3,-9.7,3.9,-0.5
461,5.2,-6.7,-5.4,-1.7,5.5,5.8,-5.4,-5,5.4,5.5,5.6,5.8,5.8,-6,7,-0.5,3.8,-6.1,6,-0.1,5.9,-6.3,6.4,-0.1
462,8.7,-3.1,-4.9,0,8.6,9.5,-2.6,-10,8.5,8.6,8.7,8.9,8.5,-3.1,9.7,0,6.5,-3.2,8.7,0,8.5,-3.5,9.1,0
463,-8.6,-1.4,-2.3,1.9,-8.2,-9,-1.5,-10.1,-8,-8.4,-8.5,-8.8,-8.4,-1.2,-9.9,0.9,-8.2,-1.3,-10.9,0.3,-8.5,-1.6,-10.4,0.5
464,-5,0,0,2.7,-4.9,-5.1,0,-6,-4.8,-5,-5,-5.3,-6.1,0,-6.8,1.5,-8.1,0,-7.8,1.2,-6.2,0,-7.8,1.4
465,-2.3,1.7,2.6,4.8,-2.1,-2.3,1.6,-3.2,-2,-2.1,-2.2,-2.4,-3.4,1.3,-4.2,4,-5.4,1.4,-5.2,3.9,-3.5,1.7,-4.8,4.1
466,0,3.5,5.1,7.3,0,0,2.7,-2.1,0,0,0,0,0,3.3,-2.9,5.4,0,3.4,-3.9,5.5,0,3.7,-3.5,5.7
467,2.4,7.1,5.8,8.9,2.2,2.5,5.5,-0.6,2.1,2.2,2.2,2.5,2.9,6.4,-1.5,8.5,0.9,6.5,-2.5,8.5,3,6.8,-2.1,8.7
468,5.2,8.9,9.4,10.4,5.5,5.8,9.6,0,5.4,5.5,5.6,5.8,5.8,9.3,0,9.9,3.8,9.4,0,9.9,5.9,9.7,0,10.1
469,8.7,-9.5,11,-10.9,8.6,9.5,-9.5,-0.5,8.5,8.6,8.7,8.9,8.5,-9.4,1.6,-10.3,6.5,-9.5,0.6,-10,8.5,-9.7,1,-9.8
470,-8.6,-6.7,-10.1,-9.4,-8.2,-9,-5.4,-2,-8,-8.4,-8.5,-8.8,-8.4,-6,3.3,-8.6,-8.2,-6.1,2.3,-8.3,-8.5,-6.3,2.7,-8.1
471,-5,-3.1,-8.9,-7.2,-4.9,-5.1,-2.6,-3.1,-4.8,-5,-5,-5.3,-6.1,-3.1,4.5,-5.9,-8.1,-3.2,3.5,-5.6,-6.2,-3.5,3.9,-5.4
472,-2.3,-1.4,-5.4,-5.1,-2.1,-2.3,-1.5,-5,-2,-2.1,-2.2,-2.4,-3.4,-1.2,7,-3.8,-5.4,-1.3,6,-3.5,-3.5,-1.6,6.4,-3.3
473,0,0,-4.9,-2.4,0,0,0,-10,0,0,0,0,0,0,9.7,-1.2,0,0,8.7,-0.7,0,0,9.1,-0.5
474,2.4,1.7,-2.3,-1.7,2.2,2.5,1.6,-10.1,2.1,2.2,2.2,2.5,2.9,1.3,-9.9,-0.5,0.9,1.4,-10.9,-0.1,3,1.7,-10.4,-0.1
475,5.2,3.5,0,0,5.5,5.8,2.7,-6,5.4,5.5,5.6,5.8,5.8,3.3,-6.8,0,3.8,3.4,-7.8,0,5.9,3.7,-7.8,0
476,8.7,7.1,2.6,1.9,8.6,9.5,5.5,-3.2,8.5,8.6,8.7,8.9,8.5,6.4,-4.2,0.9,6.5,6.5,-5.2,0.3,8.5,6.8,-4.8,0.5
477,-8.6,8.9,5.1,2.7,-8.2,-9,9.6,-2.1,-8,-8.4,-8.5,-8.8,-8.4,9.3,-2.9,1.5,-8.2,9.4,-3.9,1.2,-8.5,9.7,-3.5,1.4
478,-5,-9.5,5.8,4.8,-4.9,-5.1,-9.5,-0.6,-4.8,-5,-5,-5.3,-6.1,-9.4,-1.5,4,-8.1,-9.5,-2.5,3.9,-6.2,-9.7,-2.1,4.1
479,-2.3,-6.7,9.4,7.3,-2.1,-2.3,-5.4,0,-2,-2.1,-2.2,-2.4,-3.4,-6,0,5.4,-5.4,-6.1,0,5.5,-3.5,-6.3,0,5.7
480,0,-3.1,11,8.9,0,0,-2.6,-0.5,0,0,0,0,0,-3.1,1.6,8.5,0,-3.2,0.6,8.5,0,-3.5,1,8.7
481,2.4,-1.4,-10.1,10.4,2.2,2.5,-1.5,-2,2.1,2.2,2.2,2.5,2.9,-1.2,3.3,9.9,0.9,-1.3,2.3,9.9,3,-1.6,2.7,10.1
482,5.2,0,-8.9,-10.9,5.5,5.8,0,-3.1,5.4,5.5,5.6,5.8,5.8,0,4.5,-10.3,3.8,0,3.5,-10,5.9,0,3.9,-9.8
483,8.7,1.7,-5.4,-9.4,8.6,9.5,1.6,-5,8.5,8.6,8.7,8.9,8.5,1.3,7,-8.6,6.5,1.4,6,-8.3,8.5,1.7,6.4,-8.1
484,-8.6,3.5,-4.9,-7.2,-8.2,-9,2.7,-10,-8,-8.4,-8.5,-8.8,-8.4,3.3,9.7,-5.9,-8.2,3.4,8.7,-5.6,-8.5,3.7,9.1,-5.4
485,-5,7.1,-2.3,-5.1,-4.9,-5.1,5.5,-10.1,-4.8,-5,-5,-5.3,-6.1,6.4,-9.9,-3.8,-8.1,6.5,-10.9,-3.5,-6.2,6.8,-10.4,-3.3
486,-2.3,8.9,0,-2.4,-2.1,-2.3,9.6,-6,-2,-2.1,-2.2,-2.4,-3.4,9.3,-6.8,-1.2,-5.4,9.4,-7.8,-0.7,-3.5,9.7,-7.8,-0.5
487,0,-9.5,2.6,-1.7,0,0,-9.5,-3.2,0,0,0,0,0,-9.4,-4.2,-0.5,0,-9.5,-5.2,-0.1,0,-9.7,-4.8,-0.1
488,2.4,-6.7,5.1,0,2.2,2.5,-5.4,-2.1,2.1,2.2,2.2,2.5,2.9,-6,-2.9,0,0.9,-6.1,-3.9,0,3,-6.3,-3.5,0
489,5.2,-3.1,5.8,1.9,5.5,5.8,-2.6,-0.6,5.4,5.5,5.6,5.8,5.8,-3.1,-1.5,0.9,3.8,-3.2,-2.5,0.3,5.9,-3.5,-2.1,0.5
490,8.7,-1.4,9.4,2.7,8.6,9.5,-1.5,0,8.5,8.6,8.7,8.9,8.5,-1.2,0,1.5,6.5,-1.3,0,1.2,8.5,-1.6,0,1.4
491,-8.6,0,11,4.8,-8.2,-9,0,-0.5,-8,-8.4,-8.5,-8.8,-8.4,0,1.6,4,-8.2,0,0.6,3.9,-8.5,0,1,4.1
492,-5,1.7,-10.1,7.3,-4.9,-5.1,1.6,-2,-4.8,-5,-5,-5.3,-6.1,1.3,3.3,5.4,-8.1,1.4,2.3,5.5,-6.2,1.7,2.7,5.7
493,-2.3,3.5,-8.9,8.9,-2.1,-2.3,2.7,-3.1,-2,-2.1,-2.2,-2.4,-3.4,3.3,4.5,8.5,-5.4,3.4,3.5,8.5,-3.5,3.7,3.9,8.7
494,0,7.1,-5.4,10.4,0,0,5.5,-5,0,0,0,0,0,6.4,7,9.9,0,6.5,6,9.9,0,6.8,6.4,10.1
495,2.4,8.9,-4.9,-10.9,2.2,2.5,9.6,-10,2.1,2.2,2.2,2.5,2.9,9.3,9.7,-10.3,0.9,9.4,8.7,-10,3,9.7,9.1,-9.8
496,5.2,-9.5,-2.3,-9.4,5.5,5.8,-9.5,-10.1,5.4,5.5,5.6,5.8,5.8,-9.4,-9.9,-8.6,3.8,-9.5,-10.9,-8.3,5.9,-9.7,-10.4,-8.1
497,8.7,-6.7,0,-7.2,8.6,9.5,-5.4,-6,8.5,8.6,8.7,8.9,8.5,-6,-6.8,-5.9,6.5,-6.1,-7.8,-5.6,8.5,-6.3,-7.8,-5.4
498,-8.6,-3.1,2.6,-5.1,-8.2,-9,-2.6,-3.2,-8,-8.4,-8.5,-8.8,-8.4,-3.1,-4.2,-3.8,-8.2,-3.2,-5.2,-3.5,-8.5,-3.5,-4.8,-3.3
499,-5,-1.4,5.1,-2.4,-4.9,-5.1,-1.5,-2.1,-4.8,-5,-5,-5.3,-6.1,-1.2,-2.9,-1.2,-8.1,-1.3,-3.9,-0.7,-6.2,-1.6,-3.5,-0.5
500,-2.3,0,5.8,-1.7,-2.1,-2.3,0,-0.6,-2,-2.1,-2.2,-2.4,-3.4,0,-1.5,-0.5,-5.4,0,-2.5,-0.1,-3.5,0,-2.1,-0.1
501,0,1.7,9.4,0,0,0,1.6,0,0,0,0,0,0,1.3,0,0,0,1.4,0,0,0,1.7,0,0
502,2.4,3.5,11,1.9,2.2,2.5,2.7,-0.5,2.1,2.2,2.2,2.5,2.9,3.3,1.6,0.9,0.9,3.4,0.6,0.3,3,3.7,1,0.5
503,5.2,7.1,-10.1,2.7,5.5,5.8,5.5,-2,5.4,5.5,5.6,5.8,5.8,6.4,3.3,1.5,3.8,6.5,2.3,1.2,5.9,6.8,2.7,1.4
504,8.7,8.9,-8.9,4.8,8.6,9.5,9.6,-3.1,8.5,8.6,8.7,8.9,8.5,9.3,4.5,4,6.5,9.4,3.5,3.9,8.5,9.7,3.9,4.1
505,-8.6,-9.5,-5.4,7.3,-8.2,-9,-9.5,-5,-8,-8.4,-8.5,-8.8,-8.4,-9.4,7,5.4,-8.2,-9.5,6,5.5,-8.5,-9.7,6.4,5.7
506,-5,-6.7,-4.9,8.9,-4.9,-5.1,-5.4,-10,-4.8,-5,-5,-5.3,-6.1,-6,9.7,8.5,-8.1,-6.1,8.7,8.5,-6.2,-6.3,9.1,8.7
507,-2.3,-3.1,-2.3,10.4,-2.1,-2.3,-2.6,-10.1,-2,-2.1,-2.2,-2.4,-3.4,-3.1,-9.9,9.9,-5.4,-3.2,-10.9,9.9,-3.5,-3.5,-10.4,10.1
508,0,-1.4,0,-10.9,0,0,-1.5,-6,0,0,0,0,0,-1.2,-6.8,-10.3,0,-1.3,-7.8,-10,0,-1.6,-7.8,-9.8
509,2.4,0,2.6,-9.4,2.2,2.5,0,-3.2,2.1,2.2,2.2,2.5,2.9,0,-4.2,-8.6,0.9,0,-5.2,-8.3,3,0,-4.8,-8.1
510,5.2,1.7,5.1,-7.2,5.5,5.8,1.6,-2.1,5.4,5.5,5.6,5.8,5.8,1.3,-2.9,-5.9,3.8,1.4,-3.9,-5.6,5.9,1.7,-3.5,-5.4
511,8.7,3.5,5.8,-5.1,8.6,9.5,2.7,-0.6,8.5,8.6,8.7,8.9,8.5,3.3,-1.5,-3.8,6.5,3.4,-2.5,-3.5,8.5,3.7,-2.1,-3.3
512,-8.6,7.1,9.4,-2.4,-8.2,-9,5.5,0,-8,-8.4,-8.5,-8.8,-8.4,6.4,0,-1.2,-8.2,6.5,0,-0.7,-8.5,6.8,0,-0.5
513,-5,8.9,11,-1.7,-4.9,-5.1,9.6,-0.5,-4.8,-5,-5,-5.3,-6.1,9.3,1.6,-0.5,-8.1,9.4,0.6,-0.1,-6.2,9.7,1,-0.1
514,-2.3,-9.5,-10.1,0,-2.1,-2.3,-9.5,-2,-2,-2.1,-2.2,-2.4,-3.4,-9.4,3.3,0,-5.4,-9.5,2.3,0,-3.5,-9.7,2.7,0
515,0,-6.7,-8.9,1.9,0,0,-5.4,-3.1,0,0,0,0,0,-6,4.5,0.9,0,-6.1,3.5,0.3,0,-6.3,3.9,0.5
516,2.4,-3.1,-5.4,2.7,2.2,2.5,-2.6,-5,2.1,2.2,2.2,2.5,2.9,-3.1,7,1.5,0.9,-3.2,6,1.2,3,-3.5,6.4,1.4
517,5.2,-1.4,-4.9,4.8,5.5,5.8,-1.5,-10,5.4,5.5,5.6,5.8,5.8,-1.2,9.7,4,3.8,-1.3,8.7,3.9,5.9,-1.6,9.1,4.1
518,8.7,0,-2.3,7.3,8.6,9.5,0,-10.1,8.5,8.6,8.7,8.9,8.5,0,-9.9,5.4,6.5,0,-10.9,5.5,8.5,0,-10.4,5.7
519,-8.6,1.7,0,8.9,-8.2,-9,1.6,-6,-8,-8.4,-8.5,-8.8,-8.4,1.3,-6.8,8.5,-8.2,1.4,-7.8,8.5,-8.5,1.7,-7.8,8.7
520,-5,3.5,2.6,10.4,-4.9,-5.1,2.7,-3.2,-4.8,-5,-5,-5.3,-6.1,3.3,-4.2,9.9,-8.1,3.4,-5.2,9.9,-6.2,3.7,-4.8,10.1
521,-2.3,7.1,5.1,-10.9,-2.1,-2.3,5.5,-2.1,-2,-2.1,-2.2,-2.4,-3.4,6.4,-2.9,-10.3,-5.4,6.5,-3.9,-10,-3.5,6.8,-3.5,-9.8
522,0,8.9,5.8,-9.4,0,0,9.6,-0.6,0,0,0,0,0,9.3,-1.5,-8.6,0,9.4,-2.5,-8.3,0,9.7,-2.1,-8.1
523,2.4,-9.5,9.4,-7.2,2.2,2.5,-9.5,0,2.1,2.2,2.2,2.5,2.9,-9.4,0,-5.9,0.9,-9.5,0,-5.6,3,-9.7,0,-5.4
524,5.2,-6.7,11,-5.1,5.5,5.8,-5.4,-0.5,5.4,5.5,5.6,5.8,5.8,-6,1.6,-3.8,3.8,-6.1,0.6,-3.5,5.9,-6.3,1,-3.3
525,8.7,-3.1,-10.1,-2.4,8.6,9.5,-2.6,-2,8.5,8.6,8.7,8.9,8.5,-3.1,3.3,-1.2,6.5,-3.2,2.3,-0.7,8.5,-3.5,2.7,-0.5
526,-8.6,-1.4,-8.9,-1.7,-8.2,-9,-1.5,-3.1,-8,-8.4,-8.5,-8.8,-8.4,-1.2,4.5,-0.5,-8.2,-1.3,3.5,-0.1,-8.5,-1.6,3.9,-0.1
527,-5,0,-5.4,0,-4.9,-5.1,0,-5,-4.8,-5,-5,-5.3,-6.1,0,7,0,-8.1,0,6,0,-6.2,0,6.4,0
528,-2.3,1.7,-4.9,1.9,-2.1,-2.3,1.6,-10,-2,-2.1,-2.2,-2.4,-3.4,1.3,9.7,0.9,-5.4,1.4,8.7,0.3,-3.5,1.7,9.1,0.5
529,0,3.5,-2.3,2.7,0,0,2.7,-10.1,0,0,0,0,0,3.3,-9.9,1.5,0,3.4,-10.9,1.2,0,3.7,-10.4,1.4
530,2.4,7.1,0,4.8,2.2,2.5,5.5,-6,2.1,2.2,2.2,2.5,2.9,6.4,-6.8,4,0.9,6.5,-7.8,3.9,3,6.8,-7.8,4.1
531,5.2,8.9,2.6,7.3,5.5,5.8,9.6,-3.2,5.4,5.5,5.6,5.8,5.8,9.3,-4.2,5.4,3.8,9.4,-5.2,5.5,5.9,9.7,-4.8,5.7
532,8.7,-9.5,5.1,8.9,8.6,9.5,-9.5,-2.1,8.5,8.6,8.7,8.9,8.5,-9.4,-2.9,8.5,6.5,-9.5,-3.9,8.5,8.5,-9.7,-3.5,8.7
533,-8.6,-6.7,5.8,10.4,-8.2,-9,-5.4,-0.6,-8,-8.4,-8.5,-8.8,-8.4,-6,-1.5,9.9,-8.2,-6.1,-2.5,9.9,-8.5,-6.3,-2.1,10.1
534,-5,-3.1,9.4,-10.9,-4.9,-5.1,-2.6,0,-4.8,-5,-5,-5.3,-6.1,-3.1,0,-10.3,-8.1,-3.2,0,-10,-6.2,-3.5,0,-9.8
535,-2.3,-1.4,11,-9.4,-2.1,-2.3,-1.5,-0.5,-2,-2.1,-2.2,-2.4,-3.4,-1.2,1.6,-8.6,-5.4,-1.3,0.6,-8.3,-3.5,-1.6,1,-8.1
536,0,0,-10.1,-7.2,0,0,0,-2,0,0,0,0,0,0,3.3,-5.9,0,0,2.3,-5.6,0,0,2.7,-5.4
537,2.4,1.7,-8.9,-5.1,2.2,2.5,1.6,-3.1,2.1,2.2,2.2,2.5,2.9,1.3,4.5,-3.8,0.9,1.4,3.5,-3.5,3,1.7,3.9,-3.3
538,5.2,3.5,-5.4,-2.4,5.5,5.8,2.7,-5,5.4,5.5,5.6,5.8,5.8,3.3,7,-1.2,3.8,3.4,6,-0.7,5.9,3.7,6.4,-0.5
539,8.7,7.1,-4.9,-1.7,8.6,9.5,5.5,-10,8.5,8.6,8.7,8.9,8.5,6.4,9.7,-0.5,6.5,6.5,8.7,-0.1,8.5,6.8,9.1,-0.1
540,-8.6,8.9,-2.3,0,-8.2,-9,9.6,-10.1,-8,-8.4,-8.5,-8.8,-8.4,9.3,-9.9,0,-8.2,9.4,-10.9,0,-8.5,9.7,-10.4,0
541,-5,-9.5,0,1.9,-4.9,-5.1,-9.5,-6,-4.8,-5,-5,-5.3,-6.1,-9.4,-6.8,0.9,-8.1,-9.5,-7.8,0.3,-6.2,-9.7,-7.8,0.5
542,-2.3,-6.7,2.6,2.7,-2.1,-2.3,-5.4,-3.2,-2,-2.1,-2.2,-2.4,-3.4,-6,-4.2,1.5,-5.4,-6.1,-5.2,1.2,-3.5,-6.3,-4.8,1.4
543,0,-3.1,5.1,4.8,0,0,-2.6,-2.1,0,0,0,0,0,-3.1,-2.9,4,0,-3.2,-3.9,3.9,0,-3.5,-3.5,4.1
544,2.4,-1.4,5.8,7.3,2.2,2.5,-1.5,-0.6,2.1,2.2,2.2,2.5,2.9,-1.2,-1.5,5.4,0.9,-1.3,-2.5,5.5,3,-1.6,-2.1,5.7
